building_id,latitude,longitude,Energy_Consumption,CO2_Usage,Water_Usage,Energy_Intensity,CO2_Intensity,true_energy_label,true_ges_label,adresse_ban,numero_voie_ban,nom_rue_ban,code_postal_ban,nom_commune_ban,identifiant_ban,adresse_brut,nom_commune_brut,code_postal_brut,annee_construction,surface_habitable_immeuble,log1p_Energy_Consumption,log1p_CO2_Usage,log1p_Energy_Intensity,log1p_CO2_Intensity,class_mahalanobis,Mahalanobis_Distance,class_euclidean,class_pca,class_weighted,class_bayesian
2384E2312469L,43.909945035342865,5.221415999342224,37354.6,7366.0,11206.38,207.0,40.0,E,D,route des trois soldats 84220 Gordes,,route des trois soldats,84220,Gordes,84050_0880,route des trois soldats,GORDES,84220,,,10.52823811238772,8.904765846682814,5.337538079701318,3.713572066704308,D,7.508183861690082,C,F,F,D
2384E3193089L,43.90878201594025,5.229636959054058,30482.9,1262.9,9144.87,185.0,7.0,D,B,346 chemin de font-blanche 84220 Gordes,346,chemin de font-blanche,84220,Gordes,84050_0284_00346,"346, Chemin de Font blanche",GORDES,84220,2006.0,,10.324953954371232,7.14195745765308,5.225746673713202,2.0794415416798357,B,5.480626185558924,C,E,D,C
2384E3760374C,43.92465102731213,5.204331008627549,31720.0,2388.3,9516.0,42.0,3.0,B,A,1548 Route de Murs 84220 Gordes,1548,Route de Murs,84220,Gordes,84050_0580_01548,"1548, Route de Murs",GORDES,84220,,,10.364734201103053,7.778755714996485,3.7612001156935624,1.3862943611198906,C,6.19046066648603,C,E,E,C
2384E3284516W,43.90188496964346,5.186075969536301,23955.5,1392.3,7186.65,114.1,6.6,D,B,473 chemin des luquets 84220 Gordes,473,chemin des luquets,84220,Gordes,84050_0525_00473,473 chemin des luquets,GORDES,84220,1900.0,,10.083994964764473,7.239430313119546,4.745801315727837,2.028148247292285,C,5.85644524423027,C,D,D,C
2384E2450900S,43.87589703649765,5.18828595586198,54588.5,8854.2,16376.55,295.0,47.0,E,D,176 chemin des beaumonnes 84220 Gordes,176,chemin des beaumonnes,84220,Gordes,84050_0065_00176,"176 CHEMIN DES BEAUMONNES
MAISON 1",GORDES,84220,,,10.907596835547194,9.088760136071414,5.69035945432406,3.871201010907891,D,6.937941719432109,D,F,F,D
2384E4058252Y,43.88708499402446,5.168224945344768,7208.3,540.5,2162.49,102.0,7.0,D,B,12 rue principale 84220 Gordes,12,rue principale,84220,Gordes,84050_0720_00012,"12, Rue principale 
Les Imberts",GORDES,84220,,,8.883127138187069,6.294343066441045,4.634728988229636,2.0794415416798357,C,5.647034003298723,B,B,B,B
2384E3427252S,43.901757007673915,5.227739011061034,4698.4,345.9,1409.5199999999998,27.0,1.0,A,A,215 chemin du bois 84220 Gordes,215,chemin du bois,84220,Gordes,84050_0072_00215,215 CHEMIN DU BOIS,GORDES,84220,2022.0,,8.455190119974505,5.849036553975704,3.332204510175204,0.6931471805599453,B,5.384211644861009,A,A,A,B
2384E2745254A,43.91113997221739,5.181246955139658,36663.8,2851.2,10999.14,180.0,14.0,F,C,1516 Chemin de Granan 84220 Gordes,1516,Chemin de Granan,84220,Gordes,84050_0335_01516,"Le Doucos, 1516 chemin de Granan",GORDES,84220,,,10.509572445719623,7.955845905302667,5.198497031265826,2.70805020110221,C,6.192858506833569,C,E,E,C
2384E3966368Y,43.91923896357449,5.202420949879403,15886.1,1227.4,4765.83,222.0,17.0,G,C,Route de Murs 84220 Gordes,,Route de Murs,84220,Gordes,84050_0580,"83, Route de Murs",GORDES,84220,,,9.673262738154799,7.113467788566667,5.407171771460119,2.8903717578961645,C,6.122448987006316,B,C,C,C
2384E3104098S,43.91607897719981,5.201199020501063,32421.5,6485.0,9726.45,190.0,38.0,D,D,543 Route de Murs 84220 Gordes,543,Route de Murs,84220,Gordes,84050_0580_00543,543 ROUTE DE MURS,GORDES,84220,1984.0,,10.386607905209896,8.777401286867264,5.25227342804663,3.6635616461296463,D,7.594641545464082,C,F,F,C
2384E3500096K,43.872697967249124,5.182646944340756,23739.3,6910.7,7121.79,280.0,81.0,F,F,1418 chemin des gros 84220 Gordes,1418,chemin des gros,84220,Gordes,84050_0340_01418,"1437, Hameau Les Gros",GORDES,84220,,,10.074929304983561,8.840970906764186,5.638354669333745,4.406719247264253,E,8.271840775859912,C,E,E,C
2384E2448130E,43.87589703649765,5.18828595586198,4749.0,357.6,1424.7,40.0,3.0,B,A,176 chemin des beaumonnes 84220 Gordes,176,chemin des beaumonnes,84220,Gordes,84050_0065_00176,"176 CHEMIN DES BEAUMONNES
MAISON 2",GORDES,84220,,,8.465899897028686,5.8822075611710325,3.713572066704308,1.3862943611198906,B,5.42980796684544,A,A,A,B
2384E4032599H,43.9106790385821,5.200523004144111,33445.2,2597.0,10033.56,238.0,18.0,G,C,42 Rue du Four 84220 Gordes,42,Rue du Four,84220,Gordes,84050_0282_00042,"42, Rue du four",GORDES,84220,,,10.417693456711504,7.862497197230545,5.476463551931511,2.9444389791664403,C,6.219129836264669,C,E,E,C
2384E2352294E,43.91120796878078,5.205894963986809,6302.0,458.7,1890.6,72.0,5.2,C,A,650 chemin de la croix du coq 84220 Gordes,650,chemin de la croix du coq,84220,Gordes,84050_0147_00650,650 chemin de la Croix du Coq,GORDES,84220,1900.0,,8.74878098951311,6.130574102812182,4.290459441148391,1.824549292051046,B,5.518992355864245,B,A,A,B
2384E3440276Q,43.88888999096128,5.173519047503796,13180.7,1021.7,3954.21,55.0,4.0,C,A,323 chemin de peyre benet 84220 Gordes,323,chemin de peyre benet,84220,Gordes,84050_0683_00323,"323, Chemin de Peyre Benet",GORDES,84220,2005.0,,9.48658478304691,6.930201467811967,4.02535169073515,1.6094379124341003,C,6.041604860977221,B,C,C,B
2384E2566752O,43.89567095836397,5.167577984709051,16737.9,1100.7,5021.37,359.0,23.0,G,C,1310 chemin de la croix des baux 84220 Gordes,1310,chemin de la croix des baux,84220,Gordes,84050_0145_01310,"1310, Chemin de la Croix des Baux",GORDES,84220,,,9.72549063101225,7.00460972034602,5.886104031450156,3.1780538303479458,C,5.911477609891893,B,C,C,C
2384E3966387R,43.91206101533671,5.199998947708865,13198.7,1016.4,3959.61,182.0,14.0,G,C,78 Route de Murs 84220 Gordes,78,Route de Murs,84220,Gordes,84050_0580_00078,"78, Route de Murs",GORDES,84220,,,9.487949381043467,6.925005632388665,5.209486152841421,2.70805020110221,C,6.032288447094104,B,C,C,B
2384E4208677N,43.912492962777016,5.19619795500533,6076.2,450.3,1822.86,136.2,10.0,E,B,8 chemin des mians 84220 Gordes,8,chemin des mians,84220,Gordes,84050_0550_00008,8 chemin des mians,GORDES,84220,1997.0,,8.712299342569612,6.112132306832955,4.921439715291784,2.3978952727983707,B,5.529478834967288,B,A,A,B
2384E4075180A,43.921926991264726,5.204129989444041,29592.2,5228.6,8877.66,183.0,32.0,E,D,448 chemin de la gacholle 84220 Gordes,448,chemin de la gacholle,84220,Gordes,84050_0296_00448,"448, Chemin de la Gacholle",GORDES,84220,,,10.295299884190506,8.56209007229852,5.214935757608986,3.4965075614664802,D,7.431293551299161,C,E,E,C
2384E4092614O,43.91854499877508,5.194675988273074,3742.2,267.3,1122.66,77.0,5.0,C,A,Route de Senanque 84220 Gordes,,Route de Senanque,84220,Gordes,84050_0810,"44, Les Bastidons
Route de Sénanque - Lot 44",GORDES,84220,,,8.227696139552007,5.592105757431579,4.356708826689592,1.791759469228055,B,5.231332007433388,A,A,A,B
2384E2450922O,43.91115898855509,5.192036045317183,18445.1,1433.0,5533.53,242.0,18.0,G,C,391 Chemin de Granan 84220 Gordes,391,Chemin de Granan,84220,Gordes,84050_0335_00391,"391, Chemin de Granan",GORDES,84220,,,9.822608245010505,7.2682230211595655,5.493061443340548,2.9444389791664403,C,6.185486870866948,B,D,D,C
2384E3243012O,43.91076195921551,5.206117947631788,2755.6,196.2,826.68,42.0,3.0,B,A,360 chemin du touron 84220 Gordes,360,chemin du touron,84220,Gordes,84050_0865_00360,360 chemin du touron,GORDES,84220,,,7.9217533152603385,5.284218442168535,3.7612001156935624,1.3862943611198906,B,5.136311315294917,A,A,A,B
2384E2871159N,43.876954988709024,5.194744050923939,55307.2,11565.3,16592.16,291.0,60.0,F,E,350 chemin des bouilladoires 84220 Gordes,350,chemin des bouilladoires,84220,Gordes,84050_0080_00350,"350 chemin des Bouilladoires 
Lieu-dit les Bouilladoires",GORDES,84220,,,10.920676458615372,9.35585097647619,5.676753802268282,4.110873864173311,D,7.298615347328409,D,F,F,D
2384E2447476A,43.87569697087318,5.195373982401272,12951.6,3532.4,3885.48,201.0,54.0,E,E,516 chemin des bouilladoires 84220 Gordes,516,chemin des bouilladoires,84220,Gordes,84050_0080_00516,516 Chemin des Bouilladoires,GORDES,84220,,180.0,9.469051819176414,8.17001585917858,5.308267697401205,4.007333185232471,E,8.104720211454397,C,C,D,C
2384E3931851J,43.885765043203456,5.223141046766317,12887.9,837.4,3866.37,55.0,3.0,B,A,882 route de la la badelle 84220 Gordes,882,route de la la badelle,84220,Gordes,84050_0034_00882,"882, Route de la Badelle",GORDES,84220,2008.0,,9.464121754820876,6.731495313566778,4.02535169073515,1.3862943611198906,C,5.764411710140716,B,C,C,B
2384E4054923X,43.89146700986209,5.235418954938558,8850.0,675.7,2655.0,142.0,10.0,E,B,2289 Route de Goult 84220 Gordes,2289,Route de Goult,84220,Gordes,84050_0330_02289,"Quartier Les Ratiers
2289 route de Goult",GORDES,84220,1970.0,,9.088285725968877,6.5172280432381795,4.962844630259907,2.3978952727983707,C,5.797301090359251,B,B,B,B
2384E3343872U,43.88764900564629,5.194179960763564,24582.0,1410.7,7374.599999999999,119.0,6.0,D,B,611 chemin de valori 84220 Gordes,611,chemin de valori,84220,Gordes,84050_0910_00611,"611 Quartier Valori
La Bellène",GORDES,84220,,,10.109810426119994,7.2525499308901535,4.787491742782046,1.9459101490553132,C,5.844512080183015,C,D,D,C
2384E3841665R,43.886217014427174,5.167541963182271,20873.9,1154.0,6262.17,59.0,3.0,B,A,Les Imberts 84220 Gordes,,Les Imberts,84220,Gordes,84050_7lah4v,"468, Chemin des Pres 
Les Imberts",GORDES,84220,,,9.94630275928842,7.051855622955894,4.0943445622221,1.3862943611198906,C,5.758489791449958,B,D,D,C
2384E3691495X,43.912730017647455,5.197812972609831,9244.4,695.8,2773.32,132.1,9.9,E,B,Rue de la Combe 84220 Gordes,,Rue de la Combe,84220,Gordes,84050_0130,Quartier la Gourbelière,GORDES,84220,1921.0,,9.131881409515863,6.546498425538293,4.891100725401066,2.388762789235098,C,5.799680870057337,B,B,B,B
2384E2992936G,43.91898799709271,5.200310975199173,19525.8,1488.3,5857.74,142.0,10.0,E,B,789 Route de Murs 84220 Gordes,789,Route de Murs,84220,Gordes,84050_0580_00789,"789, Route de Murs",GORDES,84220,2005.0,,9.879543159959336,7.306061489891822,4.962844630259907,2.3978952727983707,C,6.175376979735896,B,D,D,C
2384E2279547F,43.9037419594504,5.194706969349099,20878.5,1593.7,6263.55,104.0,7.0,D,B,1192 route des moines 84220 Gordes,1192,route des moines,84220,Gordes,84050_0565_01192,"1192, Route des Moines
Quartier des Hauts Luquets",GORDES,84220,1977.0,,9.946523095349702,7.374440909753926,4.653960350157523,2.0794415416798357,C,6.194604583927484,B,D,D,C
2384E3557605H,43.889947010338034,5.2019839608687874,31848.4,2265.4,9554.52,178.0,12.0,F,C,1797 Chemin des Garrigues 84220 Gordes,1797,Chemin des Garrigues,84220,Gordes,84050_0301_01797,"1797, Chemin des Garrigues",GORDES,84220,,,10.368773822518314,7.725947948516307,5.187385805840755,2.5649493574615367,C,6.116012317144693,C,E,E,C
2384E2292767R,43.91050200096033,5.199608965825154,19312.2,1497.8,5793.66,222.0,17.0,G,C,Rue Porte de Savoie 84220 Gordes,,Rue Porte de Savoie,84220,Gordes,84050_0698,Rue porte de Savoie,GORDES,84220,,,9.868544078937925,7.3124200669195325,5.407171771460119,2.8903717578961645,C,6.1969626150413015,B,D,D,C
2384E3518048W,43.885765043203456,5.223141046766317,14066.7,906.3,4220.01,60.0,3.0,C,A,882 route de la la badelle 84220 Gordes,882,route de la la badelle,84220,Gordes,84050_0034_00882,"882, Route de la Badelle",GORDES,84220,,,9.5516366683736,6.810473156175584,4.110873864173311,1.3862943611198906,C,5.799279118476103,B,C,C,B
2384E3106509L,43.91898799709271,5.200310975199173,19525.8,1488.3,5857.74,142.0,10.0,E,B,789 Route de Murs 84220 Gordes,789,Route de Murs,84220,Gordes,84050_0580_00789,"789, Route de Murs",GORDES,84220,2005.0,,9.879543159959336,7.306061489891822,4.962844630259907,2.3978952727983707,C,6.175376979735896,B,D,D,C
2384E2290643Z,43.89922595692121,5.182626039435211,27309.0,6833.0,8192.699999999999,157.0,39.0,D,D,97 chemin de gontrand 84220 Gordes,97,chemin de gontrand,84220,Gordes,84050_0327_00097,"97, Chemin de Gontrand",GORDES,84220,,,10.215008214467751,8.829665432675236,5.062595033026967,3.6888794541139363,D,8.00077282440178,C,E,E,C
2384E2978382M,43.907863973649924,5.173306951594655,26936.6,2091.2,8080.98,212.0,16.0,G,C,341 chemin des boujolles 84220 Gordes,341,chemin des boujolles,84220,Gordes,84050_0085_00341,"341, Chemin des Boujolles",GORDES,84220,,,10.201278359136197,7.6459714229096605,5.3612921657094255,2.833213344056216,C,6.246958700659777,C,E,E,C
2384E2265812Y,43.87617102616449,5.1946010379409255,6721.0,492.1,2016.3,66.7,4.8,C,A,1735 route des beaumettes 84220 Gordes,1735,route des beaumettes,84220,Gordes,84050_0063_01735,1735 route des beaumettes,GORDES,84220,1949.0,,8.81314100828505,6.2007119932300805,4.215086179918229,1.7578579175523736,B,5.566071215090451,B,A,A,B
2384E2802813V,43.898714966847756,5.218291988535923,22814.9,1754.4,6844.47,167.8,12.9,F,C,1798 route des adams 84220 Gordes,1798,route des adams,84220,Gordes,84050_0006_01798,1798 route des adams,GORDES,84220,1975.0,,10.035212940315217,7.470452030158017,5.128714582161857,2.631888840136646,C,6.221890356947767,C,D,D,C
2384E4202624S,43.90180698516642,5.190101943087733,15527.7,4510.4,4658.31,184.0,53.0,E,E,136 chemin des luquets 84220 Gordes,136,chemin des luquets,84220,Gordes,84050_0525_00136,136 Chemin des Luquets,GORDES,84220,1980.0,,9.650445203688525,8.414362805612036,5.220355825078324,3.9889840465642745,E,8.25130770088602,C,D,E,C
2384E4236319R,43.91754099199066,5.196758030663718,22263.6,1252.6,6679.079999999999,73.0,4.0,C,A,66 chemin des caquettes 84220 Gordes,66,chemin des caquettes,84220,Gordes,84050_0104_00066,"Le clos des chênes
66, Chemin des caquettes",GORDES,84220,,,10.01075325217785,7.133774691041811,4.30406509320417,1.6094379124341003,C,5.799231043340213,B,D,D,C
2384E2946631H,43.87518199372987,5.195733023242349,15407.7,1199.0,4622.31,106.0,8.0,D,B,hameau les bouilladoires 84220 Gordes,,hameau les bouilladoires,84220,Gordes,84050_m9a0nm,Hameau les Bouilladoires,GORDES,84220,,,9.642687563950917,7.090076835776092,4.672828834461906,2.1972245773362196,C,6.120178478020589,B,C,C,C
2384E3184247J,43.911125972872746,5.188700047084322,14460.6,961.6,4338.18,57.0,3.0,C,A,Chemin de Granan 84220 Gordes,,Chemin de Granan,84220,Gordes,84050_0335,CHEMIN DE GRANAN,GORDES,84220,2003.0,,9.579252139660644,6.869637956869009,4.060443010546419,1.3862943611198906,C,5.85945755570952,B,C,C,B
2384E2264621D,43.91179999687609,5.1929910600774285,5798.4,424.2,1739.5199999999998,68.3,5.0,C,A,278 Chemin de Granan 84220 Gordes,278,Chemin de Granan,84220,Gordes,84050_0335_00278,278 chemin de Granan,GORDES,84220,2010.0,,8.665509742907506,6.052559646467793,4.238444906195857,1.791759469228055,B,5.4812543227133945,B,A,A,B
2384E3894932K,43.89146700986209,5.235418954938558,11154.9,857.8,3346.47,179.0,13.0,F,C,2289 Route de Goult 84220 Gordes,2289,Route de Goult,84220,Gordes,84050_0330_02289,"Quartier Les Ratiers
2289 route de Goult",GORDES,84220,1970.0,,9.319723784920901,6.755536066004626,5.19295685089021,2.6390573296152584,C,5.941206478605329,B,B,B,B
2384E4058059N,43.88708499402446,5.168224945344768,21731.9,1670.8,6519.570000000001,108.0,8.0,D,B,12 rue principale 84220 Gordes,12,rue principale,84220,Gordes,84050_0720_00012,"12, Rue principale 
Les Imberts",GORDES,84220,,,9.986582520397551,7.421656169265056,4.6913478822291435,2.1972245773362196,C,6.213177578421073,C,D,D,C
2384E2451348Y,43.90594797290799,5.197534007727493,43174.7,10591.5,12952.409999999998,183.0,45.0,D,D,673 route des moines 84220 Gordes,673,route des moines,84220,Gordes,84050_0565_00673,673 route des Moines,GORDES,84220,1990.0,,10.673033115969725,9.267901482500715,5.214935757608986,3.828641396489095,D,7.754081949642885,D,F,F,D
2384E2745381X,43.91113997221739,5.181246955139658,36663.8,2851.2,10999.14,180.0,14.0,F,C,1516 Chemin de Granan 84220 Gordes,1516,Chemin de Granan,84220,Gordes,84050_0335_01516,"Le Doucos, 1516 chemin de Granan",GORDES,84220,,,10.509572445719623,7.955845905302667,5.198497031265826,2.70805020110221,C,6.192858506833569,C,E,E,C
2384E2930576U,43.879683020706764,5.189041044899,60344.6,18930.9,18103.38,354.0,111.0,G,G,397 Chemin de Picordon 84220 Gordes,397,Chemin de Picordon,84220,Gordes,84050_0689_00397,"397, Chemin de Picordon",GORDES,84220,,,11.007843315831304,9.848603608950071,5.872117789475416,4.718498871295094,D,7.831627231727555,D,F,F,D
2384E3899124Q,43.89146700986209,5.235418954938558,9340.5,714.4,2802.15,150.0,11.0,F,C,2289 Route de Goult 84220 Gordes,2289,Route de Goult,84220,Gordes,84050_0330_02289,"Quartier Les Ratiers
2289 route de Goult",GORDES,84220,1970.0,,9.142222117899893,6.572841826824917,5.017279836814924,2.4849066497880004,C,5.831614019213503,B,B,B,B
2384E3181145B,43.91854499877508,5.194675988273074,4736.3,346.3,1420.89,101.0,7.0,D,B,Route de Senanque 84220 Gordes,,Route de Senanque,84220,Gordes,84050_0810,"Route de Sénanque
2, Rés Les Bastidons",GORDES,84220,,,8.463222632140708,5.850188959750028,4.624972813284271,2.0794415416798357,B,5.375714676995197,A,A,A,B
2384E3372914U,43.91972999826593,5.204076014809714,38258.4,2188.0,11477.52,546.0,31.0,G,D,chemin de la gacholle 84220 Gordes,,chemin de la gacholle,84220,Gordes,84050_0296,La Gacholle,GORDES,84220,,,10.552144560696682,7.691200097522863,6.304448802421981,3.4657359027997265,C,5.801424881800027,C,E,E,C
2384E1415817V,43.876240991113235,5.1837440393269345,34884.7,2709.1,10465.409999999998,170.0,13.0,F,C,chemin des gros 84220 Gordes,,chemin des gros,84220,Gordes,84050_0340,Hameau des Gros,GORDES,84220,,,10.459832282102935,7.904740813561949,5.14166355650266,2.6390573296152584,C,6.207587844926171,C,E,E,C
2384E0137308K,43.901818985156964,5.188372058774926,27233.1,2059.7,8169.929999999999,118.0,8.0,E,B,chemin des luquets 84220 Gordes,,chemin des luquets,84220,Gordes,84050_0525,Les Bas Luquets,GORDES,84220,,,10.212225143558516,7.6308010098879455,4.77912349311153,2.1972245773362196,C,6.211625322959567,C,E,E,C
2384E0535721Z,43.91018695833688,5.203481938524889,5730.8,427.6,1719.24,123.0,9.0,E,B,120 chemin du touron 84220 Gordes,120,chemin du touron,84220,Gordes,84050_0865_00120,120 CHEMIN DU TOURON,GORDES,84220,,,8.653784896504018,6.060524083039477,4.820281565605037,2.302585092994046,B,5.509230214751502,B,A,A,B
2384E1250496I,43.88914197812485,5.173509968266367,3810.7,281.2,1143.2099999999998,29.0,2.0,A,A,351 chemin de peyre benet 84220 Gordes,351,chemin de peyre benet,84220,Gordes,84050_0683_00351,"351, Chemin de Peyre Benet",GORDES,84220,,,8.245830562831426,5.642616039418714,3.4011973816621555,1.0986122886681098,B,5.298317179850543,A,A,A,B
2384E0198523V,43.91854499877508,5.194675988273074,6345.1,472.4,1903.53,131.0,9.0,E,B,Route de Senanque 84220 Gordes,,Route de Senanque,84220,Gordes,84050_0810,"44, Les Bastidons
Route de Sénanque - Lot 44",GORDES,84220,,,8.755595729976754,6.159940697079883,4.882801922586371,2.302585092994046,B,5.561677767927298,B,A,A,B
2384E1200761L,43.911643006607974,5.201107002409891,3738.3,272.3,1121.49,93.0,6.0,D,B,13 Rue Saint Pons 84220 Gordes,13,Rue Saint Pons,84220,Gordes,84050_0804_00013,13 Rue Saint-Pons,GORDES,84220,,,8.226653707115476,5.610570092934022,4.543294782270004,1.9459101490553132,B,5.267109823339331,A,A,A,B
2384E0863039D,43.910965004727764,5.198290951053082,207725.3,64625.7,62317.59,312.0,97.0,F,F,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,12.24397662678776,11.076382917074028,5.746203190540153,4.584967478670572,F,10.38161114352566,F,F,F,D
2384E0437156A,43.886217014427174,5.167541963182271,32059.0,8138.5,9617.7,130.0,33.0,D,D,Les Imberts 84220 Gordes,,Les Imberts,84220,Gordes,84050_7lah4v,"Le Clos de Gordes
Hameau Les Imberts",GORDES,84220,,,10.375364426163545,9.004484032048564,4.875197323201151,3.5263605246161616,D,7.974943388034626,C,F,F,C
2384E1582031R,43.87197898605874,5.195223960240157,21034.2,1634.2,6310.26,236.0,18.0,G,C,110 Che des Martins 84220 Gordes,110,Che des Martins,84220,Gordes,84050_0545_00110,110 hameau LES MARTINS,GORDES,84220,1629.0,,9.95395250394234,7.3995204000093855,5.4680601411351315,2.9444389791664403,C,6.221112602160362,C,D,D,C
2384E1932005F,43.872935026743065,5.183824953180456,19499.2,1499.7,5849.76,119.0,9.0,E,B,1536 chemin des gros 84220 Gordes,1536,chemin des gros,84220,Gordes,84050_0340_01536,"1536, Chemin des Gros",GORDES,84220,,,9.878180000909499,7.313686944901944,4.787491742782046,2.302585092994046,C,6.187774728273032,B,D,D,C
2384E1114848C,43.87141200585543,5.19336994658566,25211.1,1314.1,7563.329999999999,85.0,4.0,C,A,623 route des cerisiers 84220 Gordes,623,route des cerisiers,84220,Gordes,84050_0110_00623,"623, Route des cerisiers
Hameau les Martins",GORDES,84220,2008.0,,10.135079316990357,7.181667987347919,4.454347296253507,1.6094379124341003,C,5.728594648797078,C,D,D,C
2384E1005100A,43.91079399592046,5.19975496368256,5827.4,440.4,1748.2199999999998,380.0,28.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.6704977991397,6.089951493822636,5.942799375126701,3.367295829986474,B,5.540547463122988,B,A,A,B
2384E0301132I,43.87804103723487,5.21063899615927,4181.0,304.6,1254.3,102.0,7.4,D,B,Ancien Chemin des Beaumettes 84220 Gordes,,Ancien Chemin des Beaumettes,84220,Gordes,84050_0064,moulin des roberts,BEAUMETTES,84220,2006.0,,8.338544879988579,5.722277057292366,4.634728988229636,2.128231705849268,B,5.3123810006550745,A,A,A,B
2384E2142566S,43.90323198124939,5.2350199382083344,28538.5,1814.9,8561.55,122.0,7.0,D,B,347 chemin de toudoumiane 84220 Gordes,347,chemin de toudoumiane,84220,Gordes,84050_0858_00347,347 Chemin de Toudoumiane,GORDES,84220,1977.0,,10.259044371606166,7.504336491565751,4.812184355372417,2.0794415416798357,C,5.984169541141543,C,E,E,C
2384E1581845N,43.87197898605874,5.195223960240157,40350.5,2719.2,12105.15,265.0,17.0,G,C,110 Che des Martins 84220 Gordes,110,Che des Martins,84220,Gordes,84050_0545_00110,110 hameau LES MARTINS,GORDES,84220,1629.0,,10.605383847728321,7.908460685998653,5.583496308781699,2.8903717578961645,C,5.975087321994533,C,F,E,C
2384E1607333V,43.8706110177862,5.168075989802447,37502.6,5667.1,11250.78,184.0,27.0,D,C,1234 route du plan 84220 Gordes,1234,route du plan,84220,Gordes,84050_0694_01234,1234 route du plan,GORDES,84220,,,10.532192207350796,8.642609243562488,5.220355825078324,3.332204510175204,D,7.10528297941784,C,F,F,D
2384E0788633J,43.9110449575324,5.201066003865603,7857.0,599.0,2357.1,290.0,22.0,G,C,Rue Andre Lhote 84220 Gordes,,Rue Andre Lhote,84220,Gordes,84050_0025,Rue André lhote,GORDES,84220,,,8.969287400118406,6.396929655216146,5.673323267171493,3.1354942159291497,C,5.725136350694363,B,B,B,B
2384E0740094M,43.88887297630618,5.1735190221628,18782.8,1254.1,5634.839999999999,94.0,6.0,D,B,321 chemin de peyre benet 84220 Gordes,321,chemin de peyre benet,84220,Gordes,84050_0683_00321,321 CHEMIN DE PEYRE BENET,GORDES,84220,,,9.840750075211684,7.1349705296664006,4.553876891600541,1.9459101490553132,C,5.9772505647674254,B,D,D,C
2384E0668233P,43.875614029131576,5.190168942293887,38806.7,8368.3,11642.009999999998,139.0,29.0,C,C,27 chemin des beaumonnes 84220 Gordes,27,chemin des beaumonnes,84220,Gordes,84050_0065_00027,"27, Chemin des Beaumonnes
FONTCAUDETTE",GORDES,84220,,,10.5663739595303,9.032325527967053,4.941642422609304,3.4011973816621555,D,7.624464233210323,C,F,F,D
2384E1951690I,43.8904860086099,5.187035984452177,24661.7,1918.9,7398.51,246.0,19.0,G,C,395 route de courtecambe 84220 Gordes,395,route de courtecambe,84220,Gordes,84050_0141_00395,"395, Route de Courtecambe",GORDES,84220,,,10.113047259775941,7.56002838033211,5.5093883366279774,2.995732273553991,C,6.247090199294155,C,D,D,C
2384E0773089N,43.89882095780734,5.173468021097302,99341.0,31805.2,29802.3,290.0,93.0,F,F,685 chemin de la croix des baux 84220 Gordes,685,chemin de la croix des baux,84220,Gordes,84050_0145_00685,"685, Chemin de la Croix des Baux",GORDES,84220,,,11.506323721335667,10.367416518317828,5.673323267171493,4.543294782270004,D,7.415778607702013,E,F,F,D
2384E0900831R,43.901757007673915,5.227739011061034,2645.2,185.2,793.56,87.0,6.0,D,A,215 chemin du bois 84220 Gordes,215,chemin du bois,84220,Gordes,84050_0072_00215,"215, Chemin du Bois",GORDES,84220,2000.0,,7.88087992760831,5.226821364842967,4.477336814478207,1.9459101490553132,B,5.09672933682821,A,A,A,B
2384E1308131B,43.88743702360417,5.184905963859662,54331.7,17381.8,16299.509999999998,258.0,82.0,F,F,chemin du tourteron 84220 Gordes,,chemin du tourteron,84220,Gordes,84050_0870,"MAS TOURTERON
CHEMIN SAINT BLAISE",GORDES,84220,,,10.902881534611135,9.763236490561479,5.556828061699537,4.418840607796598,D,7.971029334270189,D,F,F,D
2384E1442148O,43.90155004332839,5.207429002100079,17148.8,1325.8,5144.639999999999,163.0,12.0,F,C,Gordes,,,84220,Gordes,84050,100 chemin des barres,GORDES,84220,1980.0,,9.749741790718506,7.190525307072897,5.099866427824199,2.5649493574615367,C,6.153326867107478,B,C,C,C
2384E0301133J,43.87804103723487,5.21063899615927,4646.5,334.1,1393.95,80.1,5.7,D,A,Ancien Chemin des Beaumettes 84220 Gordes,,Ancien Chemin des Beaumettes,84220,Gordes,84050_0064,moulin des roberts,BEAUMETTES,84220,2006.0,,8.4440847195956,5.814428994743265,4.395682961121367,1.9021075263969205,B,5.336526854194495,A,A,A,B
2384E1607339B,43.8706110177862,5.168075989802447,13946.2,3059.0,4183.86,204.0,44.0,D,D,1234 route du plan 84220 Gordes,1234,route du plan,84220,Gordes,84050_0694_01234,1234 route du plan,GORDES,84220,,,9.543034050257312,8.026170194946426,5.3230099791384085,3.8066624897703196,D,7.7492553753999625,C,D,D,C
